init,result
0.010921780758272881,0.1624369322734244
0.15895232678969973,0.3104674783048512
0.3128812016757957,0.4643963531909472
0.4139788096575848,0.5654939611727363
0.2692105522929098,0.4207257038080613
0.06000809839872712,0.21152324991387864
0.3379710687823332,0.48948622029748473
0.7116658910130894,0.863181042528241
0.15954537398959046,0.311060525504742
0.5695562439403473,0.7210713954554988
0.5577119118474504,0.709227063362602
0.37954368709055086,0.5310588386057025
0.46300875981807454,0.614523911333226
0.4429245463450622,0.5944396978602137
0.24777169121022558,0.39928684272537707
0.6017955543573656,0.7533107058725171
0.6833421392430219,0.8348572907581734
0.747699988234137,0.8992151397492885
0.7023462508225805,0.853861402337732
0.6712757329954239,0.8227908845105754
0.5922561829859597,0.7437713345011112
0.13803191000233528,0.2895470615174868
0.29808415524323717,0.4495993067583887
0.17325694166717476,0.32477209318232625
0.04826170480678027,0.1997768563219318
0.9523274606344561,1.1038426121496077
0.7141343486066654,0.865649500121817
0.03577184286018342,0.18728699437533494
0.7581459942905712,0.9096611458057228
0.5638803938687003,0.7153955453838517
0.9370757757165024,1.0885909272316538
0.36293491930593913,0.5144500708210906
0.16948536042334483,0.3210005119384963
0.06096171424341612,0.21247686575856764
0.21437476895939545,0.36588992047454694
0.17823533948602333,0.3297504910011748
0.255305085248688,0.4068202367638395
0.7908144262760699,0.9423295777912215
0.21479697313772717,0.36631212465287866
0.027644391096177667,0.1791595426113292
0.5202243326810404,0.6717394841961919
0.0851234005777598,0.23663855209291132
0.5544310116114597,0.7059461631266112
0.4413347126069286,0.5928498641220801
0.6451184862920765,0.796633637807228
0.17408272088737753,0.325597872402529
0.2849406744632188,0.4364558259783703
0.9439994908299776,1.095514642345129
0.054261367124349036,0.20577651863950056
0.13314430338615701,0.2846594549013085
0.8393318177140531,0.9908469692292046
0.024501568770395332,0.17601672028554685
0.6963556829594879,0.8478708344746394
0.4112023286959722,0.5627174802111238
0.6709005311241111,0.8224156826392626
0.7054595619591053,0.8569747134742568
0.2714411546011717,0.42295630611632323
0.7303618124396266,0.8818769639547781
0.039736330268814735,0.19125148178396625
0.9566171357097136,1.1081322872248651
0.8734465430115336,1.024961694526685
0.06320960707261047,0.214724758587762
0.09147611570051639,0.24299126721566788
0.13364240700090768,0.2851575585160592
0.7860474243345622,0.9375625758497137
0.805890488292719,0.9574056398078705
0.3179846229512706,0.4694997744664221
0.7287110368299485,0.8802261883451
0.9466125799312457,1.098127731446397
0.9315766123451116,1.0830917638602633
0.36622871304199067,0.5177438645571422
0.3006672959970953,0.45218244751224684
0.7398374980984349,0.8913526496135864
0.6598579956045136,0.8113731471196652
0.1531533107346541,0.3046684622498056
0.1623862600183692,0.3139014115335207
0.9347503577203924,1.086265509235544
0.2890251142874496,0.4405402658026011
0.47956578606517464,0.6310809375803262
0.002352946915412768,0.1538680984305643
0.43540298572882274,0.5869181372439743
0.2002768303739062,0.3517919818890577
0.6867912211155555,0.838306372630707
0.4584884516079609,0.6100036031231124
0.2990441829805972,0.45055933449574875
0.7688001136319573,0.9203152651471088
0.7713580057536085,0.92287315726876
0.8460404842857405,0.9975556358008921
0.4953809733405452,0.6468961248556967
0.23585298055776727,0.38736813207291876
0.44317676677102225,0.5946919182861738
0.38624788712908764,0.5377630386442391
0.9453901328585858,1.0969052843737372
0.29697733199583853,0.4484924835109901
0.4567232615025042,0.6082384130176557
0.8759008751406716,1.0274160266558232
0.14948634083631462,0.30100149235146617
0.33969512209540054,0.49121027361055203
0.786153444703569,0.9376685962187205
0.3790683714587101,0.5305835229738616
0.20523155851690666,0.3567467100320582
0.5966093802763427,0.7481245317914942
0.25322046334478776,0.40473561485993925
0.8392774540267645,0.990792605541916
